id,age,sex,education
CEB4E9FD6BE28F669DEC9754E591EC1B,1,2,5
EFC5B86D7402F79A658525953970443A,3,2,3
265FA2A8B866DA67353B00936E75E561,1,1,5
B1012DC3A04758AD5199166829F8759D,2,1,4
2C2554C1C43D2C4F02439D8C0BFE9F38,1,1,5
11D107707D7AB3C4234E65F8D6BC3059,1,1,0
5ABEE334EF95F5942B5EF119E6444C05,3,0,4
C3DB62AFAC246EAC349CCA9E899A5F05,1,0,0
1893E22D2E004D68A4A9AA8FDB73012B,4,1,3
5EDBDC330A5C32202F5C2B02BB7EED08,5,1,4
B6B6E2AAB1733B7E7D842A87BA61404A,0,1,6
392DA705D7979DE26EC8E805E1F2F180,1,2,5
2176636230318D33837B0415290C772D,2,2,0
DB1F0A643D1A599582F72F5D75D046D0,3,1,4
B319BA31E0C41B4F7AF2E324F491F1E9,2,2,4
805A6589886361B85108771E354D5AE5,1,1,5
1ADCA57E7158A52875406F8CD2EC4CD2,2,1,4
33CB6D5D47EBEE77EF71E15044CE1735,2,1,5
8AD403DCB726BA3C8CBE5DAAEFEA020B,4,1,3
B8795E49A56C5D7E12726628FFAEB350,2,2,4
7AACE1CD28A193114772490D9699AF24,1,2,0
AE50E46CD6227D192FA428985D87C19A,1,2,6
9B12A8AECD8276650723610B48ECC007,2,1,4
43F42344FC7D2C9496024029B00760D4,2,1,4
380D871CAA4B6FE59ED7894C29ED0DE2,2,1,4
D22196822F48835E765DA62C01F29DDA,1,1,5
216421DAC5FD339FB5E4E9B245C9F6E4,4,1,6
208CC60A597525A33247082EFCD13E28,3,2,3
1C264EDBFD55C8B5089EF1E139890CB4,4,1,2
9BB814DEAA587D485409E4E4BDBE61DD,3,2,3
FB336AB2ECCA5EA663C5D4D0F89DB15F,1,2,0
251BFC41A74BA4D64D48493A90FE0031,1,2,5
E545B3ADA5481C7AC9351CA777951423,1,1,5
648332EBBDAA800F1DD68728EF6E53F1,4,2,3
074B29253AC4B3C3EFA7ABC343C8C617,2,1,5
DA61602ED26A77F14246499B75B2AFF2,4,1,0
2E0238826D31F467FD26DBEA60456992,1,2,0
8FEE0460005B15C05951D6FFB810CFC9,2,2,4
80BE676B7284C44384CD5E6D112C9B45,1,1,5
3F3A4F128C5751379991F4B4BD15368B,1,2,5
B9F3C776437CD7EA1C940BE62E9FB6FB,2,1,4
B595292100458EBEA8F34FF39A9427B7,1,2,5
7B3192DC5703A4A4648AD32FBCA5468A,6,2,4
1D9183F5357B85B991B58E85F0DC80E6,1,1,5
134C37C17C4C97934F6EE89517801EC3,2,2,4
E74192D13D271DBB743033B7993B74C6,1,1,5
28617229BE0374DC4668A1F415B67E95,3,1,3
6277C82775BA8CB8FBF089C0E3FFA993,2,1,4
B302FFE8EA79852EB72DE18DBDCF818B,1,1,5
A3E58E03A101934837016C0F1AF3D766,1,2,6
2FD5289A6A48B0E5364397591FFA75A4,3,2,3
0BA47E177F32CE08D8EE640B434619E9,2,1,4
290CEBDAAEC04DB55C503AE3CE7EC97D,2,2,5
D5E2B534655B9AF14E0D44C01043EB30,4,2,3
E6162A4502878FF841FB30B2B1625EFA,2,1,3
F1A18EBB2E38802FAB5252DCA1355C4B,4,1,4
6E8435947A6FABDBA0EB90542EB886B8,1,2,5
DFC6776DCDA21DDF6338DBEF137FBD76,1,1,0
8C544679E1F5540B2A51396D100BDFE4,1,2,5
F3BADB3D9E8BF9179CBBACD349D82B50,3,2,0
F429249A9246291783D347B60E19B642,1,1,5
84179F6BEB93F1AFF0AAD31455FC10E9,1,2,5
41FEFDA6B388A42C48CDC4FADC290DD8,1,2,5
761CC72CD64A26B2DE0EF05E4AC0154A,4,2,4
89C62942E1BFC173A836FB7552232E0F,2,2,4
A3D3402C8EE168BB0E5DD948CA461D61,1,1,5
0B4AE76ED3A3F15F1E77FBCF2839B582,6,1,0
B3E086E2AE0D86A7CAADCC8A8EA7E5C6,1,1,0
24FBA47C4FD5EF06EEA0FA457D594B90,1,1,0
CE846EBCDF383B6251CD8E6FEF3F8B48,3,1,4
095D83E63DC015DEA4095C6A2BC25AF6,1,2,5
23A1A9F2AB138B9002B0AA472C7674E4,4,2,4
21EE87317B2D81C96184D927BE61FCD0,1,2,5
D73CD7A0DE341F33AC1FE953490AC394,2,1,4
145BF99DA4584ED874421E22A8273128,1,1,5
4520C3F8A0DB52B830C9A769CC6DB4E4,2,2,5
8A5FDECED1C87DAB975DDE97F38B0668,5,2,4
462307702945BF6CD29B7A171976EDD3,1,1,5
85D4362A8A1A2C8F018DB04A932EDB5E,1,2,5
312889DEE774BFDFD6224AD239929A39,4,1,4
04FB74368B54EDAEE5411D0404051228,1,0,0
7BF85DBEFEB2BBE608761FFF71F83D88,2,2,4
A460D4B7AD3E4855D178DCCC86199F9F,2,2,4
CA3B35F2F601EF6F2B18A6ABC60D24A4,0,0,6
FF8E2351CF479FD9B8902C72252B0BE4,6,1,0
6C444A028D79652A7CB60A0A1FCC214D,2,1,0
AFE5E4957B23E31C9D66693E7C199E79,3,1,0
107C0C54E70C47273C16D970498AFB93,2,1,5
4AAFA004927F059DB2210FFBC2E4286C,2,2,5
8596E1FF6D784FFA5185E225C7EB1263,2,2,4
512568A64AAB44B8CB4528B8AE3B8EF2,2,1,4
0DAD1593A1AADB536B9725685FF99CE8,1,2,6
12352640ACE26422C905F0B1B9FC7174,3,2,3
AF4FABB1688E3DC7C2383663ED156DA0,1,0,5
67D4F94CED697AF5299B63E927CBE6FA,1,1,5
9DA4F60BF53EBD8F8F57950096B54342,2,2,4
093E8FFE26CB603B5EDB049D532EA60A,4,2,0
17C6B579C58EB7904EEB73026F9F4144,1,2,5
380BC02E08C513146B14662CBC362492,1,1,5
860FBBFF3B6C09110EB58D905131A954,3,1,3
80A62CBD2F498A3DD960C0181796E6D8,1,1,5
FBE5C0258C89EE694678D76CBFF5E7D4,1,1,5
201AACBAEA549DB6A27ACB20174D42B2,1,2,5
1D4261799247C686E63FFD25A7E9720E,2,1,4
164D4D972F6FF6B1369B5BCDF90FA324,4,1,3
13F2A55A5CD5B93D0806BD39D78AD3AC,2,1,5
C21E7480FC8B849E0CF001487FB16755,3,2,4
38CBCB10B0B28718AF0EDAFA7E6470F1,4,1,4
2BBB649D43351FAEB60B1FCE64382DFA,1,1,5
C463F4B96C377FAF25D20575C503D258,5,1,0
A1E49F971260A89A7E7E032FB5FB88D2,3,2,3
FA2AA57A077C625089CF57FB51338514,1,1,0
C85B09A3582AD3B7FF60D0BA4EFD412F,1,2,5
7BC099BD704E749193C8C6AFF3088893,3,1,3
E53BC1CE60DA750B05D5CBA9EAA3E832,2,1,4
F0CBF0C7C9721D0AB8156B063CECE3AF,2,2,5
C797C07B14545EA5DF42F6CA5F7BABAF,3,1,3
09F49F6A4DDCC7DDB226D5B5550F6671,2,1,0
43D94997B0D014CEF7E516AE885511D0,2,2,4
3635B1E183BDC21BE55B5179A749AD65,3,2,3
01A43F4325576C1C3915829940D7A693,1,1,5
9B73813EE4AD6A985DEDB99FF6B88311,1,1,5
0DBBC908DE4A01BDBFE23A153456DAF4,1,1,5
5A8833DF49191EA7A53DBA95BC5447DA,2,2,4
DD3173235A2542BB4282246A63F1FC1B,1,1,5
32B90ADD00532C6831AB218B779BE8AC,3,1,2
74D42C466DDB5ECA5B397F6001476C9E,2,1,4
AFC75BD3BE07EB994DCC8A0A7EDB6B8C,0,0,6
DC1C1D82BBEB96B70FAA04678AD07E62,2,1,0
D1B3B2EA0BEC2CC5DA158319708C95C2,1,2,5
7CEE05F97081984697B746990BDA80D3,2,2,4
A0B9A292E14E4638CC2905BB9BF2BE01,2,1,4
A201701D9076C0B300891A71976B0E1F,3,1,3
DD284D598A7A1EBA9C99386F3125AAE8,1,2,5
D925AC40EE179910888AFF911877688D,1,1,5
1E24539BE2078E488E57137816DCB3AE,1,1,5
274506FD2E94C9E662AD57EC4C2586F4,1,2,5
925C4FD620AA219FAB4C7CD144C027C9,3,1,3
DA2A52A08CB3221F119C03932E91FCCF,2,2,4
85BEE03ADE5CE4C59DFEAA64FD058C0F,3,2,4
9D80A4167149D97D4B337E958CDCDC9E,3,2,4
F9B859F72195224CE6B16187215346AF,4,1,3
EE82EFC692871A55C3FF95B5A47B7E45,2,1,5
4BACDC4869BE42A4E810D1EC3093248C,1,0,6
DFE5E7B0F8EEB33D423BE10B80F0F330,1,1,5
2048740F473118C00D79EC608AEBA04A,2,2,4
4FE91CC5F1EFF9B51F48C97913A8103E,2,1,4
7A5AAF63646C1C96F31BCC1F8ABABA42,1,1,0
14CBCB84F2F29BC2175943977FB96282,2,1,5
E1B39BB4C3BC0A7C869B7046BD216F3B,0,0,6
DDF0C1669FB26B79341FD751BCA0F278,4,1,4
311DB68E2492C395C3A75C55D6FF95D3,2,2,5
6B35B01856A3A1560F5D067C48B38DB5,2,2,4
C22C1F9507EA426AD6D61B2D1D59A521,1,1,5
9A32DD028EF7C748D7672F210DEFAC10,2,1,5
6661608E5A1252E36CE954DA1CB2203D,2,1,5
9D164448AC5EB67F4E87C90B5F3366AE,3,1,4
D50E883CB0B954ADB3B3CF9607A88F86,2,2,4
F1EADF357B1E650AF47977F0FB714F5F,1,2,5
3017D448C6A9A0CE5A7E4D257DBCD69C,5,1,4
AF4D01C1A414B1593DD1BA6419B8CCBC,3,2,3
7C351B23C52F526394A1A57E973581C3,1,1,5
97D8C3D4BE134541A71AA5D8B04B67F6,2,2,5
ED6BC843525BDE360C268849F193AA89,2,1,3
8DA397C0D0239F01609FE96C50F7F0A6,1,1,5
F69FC5D0FD7EB7277B4ABB58ECB97729,3,1,3
F472E8EE7D6A167D9E5F7A3C4B46BD1B,1,1,5
45F60F9B1B51E4FFB148C5B7659F7AF3,1,1,5
01E8FAFB66A399E587907989AF034A59,1,1,4
58408039E4C09802E2E88B0E90C6600A,2,2,5
0C2C9113BB116FA7DC07B0E2B9E89A95,2,1,0
54FE2BBD2359CD3848E6E4F5ED36FC13,1,2,5
8778C29999D74CE3003FD075EDCDF577,1,1,5
9128B9E416926570D2783A9B6F4C391D,1,1,5
67174634AE9C168E4ABF6944FBD50D7C,2,1,4
470AFB900989D05AB68E3A6E35C6C48A,4,2,3
20DE596410377EEC76678279DBB8C923,2,2,4
A61D24B13269FBBE742B8D2C7512E643,1,1,5
817E4496A44FF81B350714E371F43AB7,2,1,5
B3C9B74242830E3E98105FB57A584EA2,2,1,5
6B51C79197DEE7AAA8A8513F50D5B842,1,1,5
6E5C7D616DCCBA0F2C0004355040F3B5,1,2,5
AC54C55A2F7EB5BDA089E524683139E3,4,1,3
F559BD4A4E59D8C41693241DF781F910,1,2,5
60A4B29D33B32EA108D92D0D87E5DC12,2,1,4
8C603352B96CA446C9FD2FCE095A5578,1,1,5
7819E7F1937D3B6913D499148D1B897B,0,0,6
34131FA66A3462D1A8A5B26B3586A96C,1,1,5
F7CA93E0A6B256F002F64D5B3C554E6E,2,1,5
1B7EDA13D55E7BF0473895156BBD7FB1,1,1,5
7404022D34E9D7995077FBAA4FEBF84A,3,2,3
6A1F14F7DB9B653BB8E6F3C4C6BEF78C,1,2,5
30EB4E240961FD0B08A756E081DF8BA7,3,2,3
5E5000566265C8DB0D49B74519D19CE2,0,1,0
3723BE2D60D84782030CB2C1E44B9C17,1,2,5
3112CD05B00838636B60F643C50CFC97,1,2,5
1096090DFBB554D5B233B2FED2072126,2,1,0
58129D0B03B57101D6F5C8C6186260A2,3,2,3
39E1A8F2C9C2C6D6BFEDA7B906177BED,2,1,4
147D5ABE72F4B1708CA51C2C6A3153DE,1,2,5
3DFB7234823DEE02CA01AAA05C39E3AE,4,1,3
2CF2942A2E349F9622FBBA9002A8C2D8,2,2,4
60DEFA9E844292254F210D4C3622BE79,2,1,4
AAA97045D71482D0DD3D2C08E7079DB9,3,1,3
FE57A792CE245C75172C36A3EEC50FB1,5,2,0
27E1F0B5EA14E7875E0B54B6C25ED004,2,1,0
568325643F0FA7E287459A6CC71A8376,3,1,0
52A41DEE7AAA88201547D817E7D0E820,2,1,4
B1082D1D2244C0B37D5C230A71CCEC3D,1,1,4
8CE207495181C821E25E777EB24C63AD,2,1,5
1C7CF2A6834435D63F5C32DAD9CA6155,1,1,5
DC02FB3FED77E10B3C4EE87427917216,3,1,4
B7F8547E677559C62B5380992B8C044B,4,2,2
C58CEA3FB22ECB81BEFD1777FA9659DB,3,2,4
E121FA25A276F42E59C108DF462E9DB5,1,1,4
D29870D370DE2F9CFF62EBB20D523927,2,1,5
68625BDAAB56207DD63C971468A89EB9,3,1,3
2DE22F7CEF9170A04F0280781E841D57,2,1,4
9D6FA27535C1D9C991F99990F62E340D,1,2,6
1A7A567CD4F0DEE30CDA20C269018502,1,1,5
0D7A50FE474EE620A757ACA59A2FA345,2,1,4
FE3FB290879424CE0736E9FCA18BA657,3,2,3
21EF813E845D8BF1A114DD291EDD638E,4,2,0
027DD4A72990B5BB71E358B6B8BECF8F,2,1,5
12976F38B27D1C673552405C5DCA999E,3,2,3
246B59653FAE04A7CDF7680E6631E222,0,1,6
7F99F78C834508F42FF866503178D2DF,2,2,4
08006F0299996131DBFB922B2AB878A6,5,2,4
9A6A38DCE3C63F3F66337C1E57187CB3,1,1,5
750F54CE9A72B59F377E041E034423B1,4,2,3
1D09D02FF3BB11B6A797CB9AFE61E25E,2,2,4
DDA104823BCC7048B4139313E4147107,1,1,5
02E6CD182912DE813ADDB985F69DDACE,1,1,5
7CE0D1DFFAF0E017DF0AD8A4072F6F74,1,1,5
A5B3B095204E246C4EBE3D673747A107,1,1,5
B7FBA08D1C39A345016D3315967DD473,4,1,4
0C28CE2A7FE2B5F06A449500B2FC9A84,4,2,3
AF0B9704555BA7903ADCF8862495B3F7,1,1,5
1C4C42150D406979EC9E53E8D4417323,4,2,4
EB17E514C781BDC3D39043969503C277,2,1,4
A346D6416D23EA6A15E0CE501693F521,1,2,0
2AFDDE6A2E047BC7847E211E8C58BC3E,4,1,3
03425202B6DE5E123D1230EDE4D2CDBC,4,1,3
89BC4EEA009F8028F7AAFC6F49D8F7E7,1,2,6
DB092C89949BDB03DC9648FFEFF01092,1,2,4
A2F9A04445DA5403EAB7A5325AFC6953,3,2,3
DAE07E1AD257C286925C8EA5F3797A21,2,1,4
1796D5BD14920C55ACCE21462129DBE2,2,2,5
86EE003A8125A966869D90FCF2D7B090,2,2,4
1DC7A66A7FC525A8E7C48D7015F03E85,3,1,0
7BF6D13D08B37E9C1A0F50363EC35CF3,1,1,5
0391F16DE8C2F43B64D29BF4D96F3199,3,2,3
B73EA613B14E51EC5EAE4FAB99A1025C,1,2,5
06464CD10ACD4EF15FC95822D1187EB1,2,2,4
5AE6AC9873B0ECDD73C62ABC32E466CA,0,0,6
BBF304B9B6DBDC67875C2691F59C7AF5,1,2,0
2912C720C676EA08CCF7A8487A2C99DD,2,2,4
D0CBF9448A13874AA99537B535817CD9,1,2,0
B7966F6462BAB7AE6B404EE0324941E1,4,1,0
5B96095CDE6C2921390673F0FB4BBF23,4,1,3
F4E3969BFAC7BDD2EF1719FFC917DB52,3,2,3
B1DF0F4CB0A732AFE79FCDF76BC0E534,1,1,5
1AEC38C4575A79ECDDFA5B3ED01E1886,2,2,0
2E7077D3B98D98FD78AE94BF90BE4B0A,1,1,0
7F01566A12425C7C42FEE223D28DCC11,1,1,5
49FB26AD8EED73CCA1607A7294E1898A,3,1,3
F13D844E4C664EDC5715D03FFF25F192,2,1,4
0D60D57CBB1E07A0FE3E2DFA9679CD6C,1,2,5
6E4B900002456AD2D535A9390BC24BC5,1,2,5
F8B0AB2BB3FE347ACE5BCCF1E81C8904,1,2,4
B50A6DBCEA4D093495117E632E711116,4,1,0
1BC674F21672C811E9193C59B073FAFC,1,1,6
F1847F34767660C772056732466A4487,3,1,3
20A9ADF6BBD719DF9AD65C613A8A1B53,1,1,4
D2A7B8934505263B3993844C49770DF6,2,1,4
E98BCD51AD796B2869183FD3F70C2214,1,1,5
B53D08FEF96FEAF95257BC8FB0531D5F,3,2,4
A225A54F05C4315A0809310E7FEB46D5,1,2,5
02B2215910D1E80E9B01C6B7EC69BB3E,4,1,0
EBAF47A886513D62486228A6875F9BC7,2,2,3
ED9E2E5EA2DF836E4B5DAE59D95CE160,1,2,5
49DB565C38A3E028B3B34769FD758D97,1,1,5
7F2A5F8B0047B10C3342EDC82F69B021,1,1,5
6B20E778444633768411A148EA42B9FD,1,1,5
172888913F411F41D04972A49345362B,3,2,3
203103627DB472D58D44274438B86561,5,2,3
A0A25B8A1BF7E96D4F31D6A2708B8C76,4,1,0
1E9F7D28274656ABEC6F259C6550236F,2,2,4
E1CC92FEF27B6A1FA327E7D0C1B22225,1,2,5
CBF3976570D7A0CAA8804DAF3289653B,1,1,5
415DACA01649BADD11275348294688A8,1,1,5
94033994FCC525BE9849F49801AB96B7,3,1,3
1AED76C63B735C708BCDABAB192F0CE5,3,2,4
85E9EB78CCB8C9645A39EA1D525DC193,2,1,5
CFFA99701B9BC53412D4898B58CC2991,1,1,5
92AD3FC9C0194254044B9FA912EE8A6B,3,1,4
DEF950302A706BF37997C7D4140F29EC,1,2,5
BDB828CA7F414E811ECD962DAA700DC1,1,1,5
C2ECC064BB01E14702732565FA72939B,2,1,5
F7D65231DBD36DB6A20EEB90EBA4324B,2,2,5
0E6AA760FF3E8FC13B90AABC98622730,3,1,4
A4F236FD2FCE43A1B5292C413E430FE4,1,1,5
A4FDEFE17F11DD23E8224CF838705F6D,2,2,5
E9D1C16579E9C363F91D1083BD1EE07E,1,1,0
01DAAA4D001896857ABAEAB2F593CB98,3,1,5
615A29F2EA61AAAF4E973434625688F1,5,2,3
160F94662C8E553B69C7E2844153E483,1,1,4
891E1355455841164F8EBDFDF57CCBB4,2,1,4
95AD9C8947FAA9F619945947BA5A3D8D,4,2,3
ADB835B02CC0C65CE864310BE50A6608,2,2,0
FA844E62003CC4E84FBF60E5098381A7,2,1,4
1ACB0FC97E0A23A795E77447F1A9A7D9,1,2,5
379F9A4BCF2A8E28E5FE2CBBFB805172,2,2,5
BB41F3FD1D2F1C2A5D1CCDC2A1CF6B8A,1,2,5
29DAE29CD65643541F7D603127C2EFAC,1,1,5
39EF62FBCEA94FA3C7BEFEA3A48566AD,1,1,5
22C157BED09E9880B4A832A0794EE5DF,3,2,4
87454E3ADE5955374B395F8E1CCF7DA1,1,1,5
A3951E23DE2FAFD95F1BFA1DCB98632E,2,1,4
13558D6F001E046527E0717DBF0521C8,1,1,5
D7A430F9483E9A2FBE81A256437C1360,1,1,5
1E367DC198392257D2E2657C24CA55B8,1,1,5
D2D14625C2DF8E4427BF5AFEC3044236,3,1,4
A8C69A905D355B625B9BE72BDCD71B53,2,1,5
323D3BFA24D4E242FDEA9512E3F5329C,1,1,5
474C0F2083D9C2E0264D63DC4BA833C9,2,2,4
1EE04F6F3E24C07473C157EAB4CE9D20,2,2,0
FA7D55FE3CE079E75FE86EBD1F65DCBB,2,1,5
F402C76BF59EE98FEE4F147082B055EE,2,1,5
F72683A6C2F061D9A751829515BE293F,1,2,5
72E80680585FC5E4FE2461E3AACDD649,1,2,5
B36CD63B176487288D85349F7502661D,1,2,5
7CEBDE2014901C6D791F41A5ED74AA60,5,2,4
6FDB5459A0E71AF1644A6482338AA14C,1,2,5
0D949C56E04585CD8CAA1C501988DC83,3,2,3
FD361B1AE5E32DB4159BED18422A0210,1,1,5
5958947501DFCE621CD0FEB2BAE4AE35,2,1,5
E63140B3D366EF3911CA86DF754194D7,2,1,4
B018C5BB9DF1C4AF19D1B208520A29CE,1,2,4
2B59CA84E1DC85CABC39F97686B7C22F,1,2,5
F2859FB1387A56D49EA55DEF4FCE9368,1,1,5
8A94CE431B3ABA674A86B1C32CECA5A6,2,2,4
081B44158324B803A1E15A2B02AB3504,1,1,4
878CE5AE8D5834A6C4877E89E8639788,4,1,3
19325F315A38889C12C7928E2C0332D8,2,2,5
2432F8D3A44E21A23E1BADCBD3C1C3F2,1,1,5
FB05676EE90351B7F5270B69F70B476E,3,2,3
93D897129E2AB195E567193297C6FBAA,3,1,3
F5BBB6A0056FBA1A5AA5C5C6E73846CD,2,2,4
84F249839F0711EDDB7EC92F48559021,5,2,3
3051AEEF516CBF79AD02E8F8D207D34E,2,1,5
87A3E266DA9CB09F441CC458DB949412,3,1,3
9A0AA0D16451E7F49AE8052A80B5C7AC,1,1,5
AAEA46ABE87D6E62059B211AF71F3621,1,2,6
270C3C8424DA8420CD2AC78F513E27FF,2,1,4
BF2753F79509ED95BC7335CD95E00B6C,2,1,5
E9452F0796C40E769372404527DBD885,3,0,0
23A7F5A9CA06B8A8F5C6488BEC8EE5CA,3,2,4
5540D01124DCE574F2A2A58F89BDD5D4,1,1,5
7E3BD06FEF39C287FEFF26D35755554B,1,1,0
19EBA525C0C628D433DE23CFCE5B1AAB,5,1,3
10097B9C3A3A436822E0033E82C2AF4A,2,2,4
E248F4B452303159898226A123635001,2,1,4
7314C46CBCF6DCB1FD2366F48BE1B014,2,2,5
6EFEF0BBB0C4C8F02C9A933EDEB8E6BB,3,1,3
D04DD547E8314B1F5499EA31C128B424,1,2,5
4FEC493A39A7C3BFCF8B386B2CFDF082,1,1,5
D91C0F0B4E7784ADF4692A3D34F30258,3,0,3
F5544B88BB9245C5A7B9638879AEC2CF,2,2,4
D48A99BAC41C8439F39145307FC55782,4,2,3
E96BAA358DB4061B2904FDDC842E84BD,1,1,5
847E169E130C545A954AA22ABE0440CD,4,1,3
45740B2DD6CA827ABA52A3BBFE28FC3C,4,1,3
132DD299D0F929DDF95B00325C575A5D,1,2,5
5AB748FA8823107790E692A339FF3FA9,4,2,3
108108FF379B24CC4AC3268798A7BEE2,1,1,5
2CF44D58F9B0F24A2009B825E17BC4CF,3,1,3
8FC11A71B9A70260D9103B1DA1E7FAA4,1,2,6
20459CF74E44081CB1618A262E450A48,1,1,5
0B7E2A8BF66322BB96390C463F7467FC,1,1,5
220D4CB68ECEDD27781BC3CCDA8CA647,1,1,6
7586C48725D8274BCF43338DAF392045,1,1,5
346C43F99745BF670727C215357EE1EB,1,2,5
1E8D4D574AA50378C38409B23FD656C0,3,1,1
25BC2FB9AF891EDD299EA762F3899850,1,2,5
6ED9520FD75593867EFD22FAD59FED57,3,2,3
800F08F3486A1D26611EFC2B6F251745,4,1,3
E970F3A658A59DBC61981B3BE07F7103,3,2,3
AEE8B61E74E5C0B90E3D730109A91072,4,2,3
C21B4C9F249FDED82231D2EE69D5FFCF,1,1,6
85D7AA3B19EF8284E3910E832D0DC259,2,1,4
AF7FAE235397F51D8E161561090D2285,2,1,5
B32D1E4E643B0D60EEC30692059F160F,1,1,5
35DA3AF977DBCF7920E74C1015CAB9AF,3,1,4
2348A5A97264D880FD15900C0B2B66B6,2,1,5
1E9A8BCEAC53394698278EDFAAC0CE8B,1,2,5
83FAEBBB4DF12B336888C1ECB8B70EE3,1,1,5
C168F7DA8480312D2EF91FD80C054049,1,1,0
03D4665C0162C9C48BB1D00C08F1D35A,6,0,0
01C39C6C98695749AE4A513BFD8C1820,3,1,4
BC14E00172AEA10C086AC226DBC98C0B,2,2,0
05BB66913F2F51EC77C8AC075603AB89,1,2,5
F732DA55B8BA233875E0466F1A9FDFC8,3,2,3
F61C31F64F36D463E1643B7FB53D86F7,2,1,5
B93AF6A1A7AEAF61C77C6AFEBBF02ECD,1,2,5
8EAC9F7C9E247592898D3D2E9CBB3C94,4,1,2
3B4233D33A7785E9668765A6DD93B2A7,2,1,4
5DB37E39CB1D3B99FC64A1110FB5F2AF,1,1,5
038C908121C5CC2417BCC8BF35CB4F02,2,1,4
B47D0B5A7C28B3284606139EC105FF76,1,1,5
C033012327F5269A2A9D21D2640B8AFD,2,2,4
316D95F6294381963AD804D941209D92,5,1,2
0B13C77E7C9B408092A63B3505673FCB,0,0,6
101D0D56F2F8DA5313301F2B26A29D06,2,1,4
AF560BFA98A468F112DB7F755F395DDF,1,2,6
36E46827484BA6F130500299D243A879,0,0,6
250BDE537791E27AD47657665CB35A49,1,1,5
E846CBFFC76CDC128EACE56A86626B4D,2,1,4
38DFF790C030052CE035E511ED51E47A,3,0,4
0C2FEC109B2FA8558B3F6436C83D3364,2,1,4
696127EEBACCDAEB4802FF33ABB75D0F,2,1,4
0B1D129F778CDBD794D0AE7E087E0677,1,1,5
3EC3ADE79861325283BBEEEAC1061E49,2,2,4
1BEC277CD5F6BA591FD37A45A12F6FD2,4,2,3
8729EBF4997218AE0B8E8BCDEB895A62,2,2,4
F010ECF6A4337D2BB7427D608D2A8D3B,1,1,5
135B3FFD8A02330A39D0263812142424,3,2,3
A007DA598D580433A89194F3D1415895,0,2,6
18B6E2FD7A5A500838163A0915773B2B,1,1,5
FB468C0CAAC6C458053C9765775FCBE6,2,2,4
28AF78445D27E8BA2EB69073D03350D5,4,2,3
F7F7DAA8BA47DCB55E4DC8653580CA21,2,2,4
00AE3E7B85ADF697077DA5CC2156EE1C,3,2,4
E16B309D36AD3BA736A8EFBBD736058C,1,1,6
D05A198AF4D17CDC86D19250131DC248,2,1,5
A4516C878296D9984DECD8B996529F59,1,1,5
3F9DFEA5FD32B70B30A9F84C00F26812,2,1,4
BD1C72469829492E1FE81F1C0E051AC0,1,1,5
308EFE3725D0A379E60A50995938479D,2,2,5
07405C53AA9ADBD78F3ED320E8255E2D,2,2,0
E9A58E810900B3F7EA8FA3E5CE69294B,1,1,5
D925809F936FA901B794717C0A3B49A4,5,1,4
F1CC38847159EC7B189660FC062B2686,1,2,5
A81F40574E3E1BB47B04A6FAC2509209,4,2,0
360E1008DF8F0F16E559FA4BD671B500,2,1,4
F8DB53FEFF85E585F7961E7B09539CA1,6,2,3
9A48A3A2C6FF524F1639097C56745EBA,1,1,5
F7E04F837EAB9787E944865D5AB332B6,3,2,3
643D45D02F8AA5E1FFF07C83370FFF34,3,2,3
21E290689BD89B7538B78197D77215C1,1,1,5
2D1D7B0321109B9293CE467C0C15B8E9,1,2,5
0E203A5C0798D9B9A91849BEB410E4AA,1,1,5
B4C9A7F91C448228E2859A9CC217B949,3,1,0
C7D087C6139E45FBEF058B9C896851BE,3,2,3
41B6BE13B6C3F26BF47AD87D1B120F39,1,2,5
564DA4A529C37CA5973541D8D4C18DA5,4,1,3
9CF23958E0F5333C9BE38E38BC4A31FD,1,2,5
7B693ED73C75441A5F4B3B5588C27094,1,1,5
525B4F552E8AE3CF1EED59C55AFFD28F,2,1,4
CE14081CD07FFB4BCC6157CC49F3598A,4,2,4
524C850A559F09676BA44A37AB31F3F3,3,2,3
7D5D5693290288ED3DD80D07F95AC7B0,1,2,5
C7C2EB4D4924F2EA757C00A78F9A5B7C,1,2,5
FB15AEE56629155F7C845047FA96B803,3,1,3
855C9738D2E514644042DEEBD38AAECD,3,1,4
EE9E95A897DDF232CA314D639859857A,2,2,4
8D6D757C96AF9A337A9A2AA3E2C63096,2,1,5
C72F813E1A665FEFF7E4B92C59C14284,2,2,4
9D568946DC668BA1EAEEFFF478ED6080,2,2,5
2BBB26593249DC8DF74FBD1F6CBB89D1,2,2,4
CE6F9E65EB453A3A0B7C989A14888416,1,1,5
DD12BCE35CC7580C4671E3D9183672C7,3,1,0
0F5F6E571C25C16AA4B003A053A5C3FC,2,2,4
CD7B94AA84E7C36970C7E3396931A7F1,1,2,5
13859D016C34E67F13716DF5D3CD3A37,1,1,5
73825CDA09653B1947C97249DC8F0783,2,2,5
EA4D28A12872A8F634F0361100AF0B52,1,2,0
239D457CB85E5A68B0663DE7F0D637BA,1,1,5
5ADAFB3F6AF31E6192B1B5803E929822,1,2,0
3E99E64A9B47F018B49DA6B863360EAE,4,2,3
7D7C905D440EBE92BA25312BC81607AB,3,2,3
A6BBD9B9BCEB9CF0C54A82A3FE9D11A8,1,1,5
